City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
341,Cidreira,BR,-30.1811,-50.2056,68.14,67,0,10.83,clear sky
342,Wembley,AU,-31.9333,115.8,55.6,89,75,8.05,light rain
343,Rantauprapat,ID,2.1,99.8333,74.88,93,26,2.04,scattered clouds
344,Itarema,BR,-2.9248,-39.9167,81.09,65,23,16.33,few clouds
345,Abu Dhabi,AE,24.4667,54.3667,100.51,63,86,0.0,overcast clouds
346,Kang,BW,-23.6752,22.7876,46.71,42,0,8.46,clear sky
347,La Rioja,ES,42.25,-2.5,63.05,90,100,5.23,overcast clouds
348,Cedar City,US,37.6775,-113.0619,84.18,32,1,5.75,clear sky
349,Lithgow,AU,-33.4833,150.15,45.86,89,77,15.86,broken clouds
350,Clarence Town,AU,-32.5833,151.7833,52.95,59,0,12.17,clear sky
351,Kapit,MY,2.0167,112.9333,74.43,99,97,0.6,overcast clouds
352,Abdulino,RU,53.7,53.6667,53.92,52,4,7.2,clear sky
353,Kaeo,NZ,-35.1,173.7833,57.33,97,32,9.42,scattered clouds
354,Willowmore,ZA,-33.2926,23.4895,50.52,34,69,4.61,broken clouds
355,Bani Walid,LY,31.7566,13.9942,80.17,44,0,14.29,clear sky
356,Te Anau,NZ,-45.4167,167.7167,44.53,98,100,1.57,light rain
357,Ler,SS,8.3018,30.1418,70.7,98,100,7.14,overcast clouds
358,Thompson,CA,55.7435,-97.8558,67.48,21,15,10.42,few clouds
359,Salinopolis,BR,-0.6136,-47.3561,82.47,73,92,10.51,overcast clouds
360,Asfi,MA,32.2994,-9.2372,70.32,80,0,18.23,clear sky
361,Nanchang,CN,28.6833,115.8833,79.38,79,83,3.13,broken clouds
362,La Ronge,CA,55.1001,-105.2842,62.11,64,45,7.18,scattered clouds
363,Kilindoni,TZ,-7.9139,39.6668,76.17,73,21,22.5,light rain
364,Vestmannaeyjar,IS,63.4427,-20.2734,50.99,93,75,14.97,broken clouds
365,Smidovich,RU,48.6,133.8167,69.94,86,100,5.86,overcast clouds
366,Chicama,PE,-7.8447,-79.1469,68.54,63,11,11.14,few clouds
367,Tabou,CI,4.423,-7.3528,75.81,76,15,6.46,few clouds
368,Lagos,NG,6.5833,3.75,82.72,79,30,4.94,scattered clouds
369,Narsaq,GL,60.9167,-46.05,59.22,53,42,4.36,scattered clouds
370,Lavrentiya,RU,65.5833,-171.0,44.42,99,100,3.76,light rain
371,Nyurba,RU,63.2842,118.3319,61.99,76,6,4.88,clear sky
372,Ilulissat,GL,69.2167,-51.1,53.62,37,100,9.22,overcast clouds
373,Nanortalik,GL,60.1432,-45.2371,45.12,73,100,13.76,overcast clouds
374,Muros,ES,42.7762,-9.0603,70.68,70,7,10.18,clear sky
375,Cockburn Town,TC,21.4612,-71.1419,82.8,80,15,8.97,few clouds
376,Ushtobe,KZ,45.2514,77.9838,75.24,22,0,5.28,clear sky
377,Katsuura,JP,35.1333,140.3,80.11,83,56,12.08,broken clouds
378,Yulara,AU,-25.2406,130.9889,46.24,61,5,5.75,clear sky
379,Broome,US,42.2506,-75.833,85.69,64,40,1.99,scattered clouds
380,Belaya Gora,RU,68.5333,146.4167,48.31,57,8,12.33,clear sky
381,Athens,GR,37.9795,23.7162,81.18,43,0,1.99,clear sky
382,Daru,PG,-9.0763,143.2092,76.48,83,52,13.18,moderate rain
383,Darfo,IT,45.8779,10.1812,73.92,85,96,4.0,overcast clouds
384,Laguna De Perlas,NI,12.3429,-83.6712,86.09,76,89,10.16,overcast clouds
385,Kimberley,ZA,-28.7323,24.7623,37.09,52,25,6.91,scattered clouds
386,Kavaratti,IN,10.5669,72.642,81.0,79,100,21.61,overcast clouds
387,Guanica,PR,17.9716,-66.908,89.13,75,57,7.0,broken clouds
388,Nome,US,64.5011,-165.4064,50.16,87,90,8.05,light rain
389,Tromso,NO,69.6496,18.957,56.05,93,75,4.61,broken clouds
390,Buraydah,SA,26.326,43.975,100.85,13,3,10.71,clear sky
391,Martapura,ID,-3.4167,114.85,71.69,100,3,2.3,clear sky
392,Ostra,IT,43.6139,13.1582,85.06,68,100,1.14,overcast clouds
393,Portland,US,45.5234,-122.6762,88.7,47,1,1.99,clear sky
394,Sorong,ID,-0.8833,131.25,77.11,87,100,8.99,overcast clouds
395,Vilhena,BR,-12.7406,-60.1458,91.78,23,56,5.1,broken clouds
396,Hearst,CA,49.6835,-83.6665,77.25,44,75,6.26,broken clouds
397,Bahia Blanca,AR,-38.7196,-62.2724,57.61,33,0,9.66,clear sky
398,Batsfjord,NO,70.6345,29.7185,46.62,93,75,18.41,broken clouds
399,Chapais,CA,49.7834,-74.8492,65.98,50,91,8.93,overcast clouds
400,Butajira,ET,8.1167,38.3667,56.34,89,100,6.22,overcast clouds
401,Ponta Delgada,PT,37.7333,-25.6667,72.32,78,40,6.91,scattered clouds
402,Vardo,NO,70.3705,31.1107,46.6,93,75,16.11,drizzle
403,Aksu,CN,41.1231,80.2644,85.26,26,0,2.8,clear sky
404,Corinto,GR,37.9407,22.9573,81.68,47,0,2.42,clear sky
405,Anloga,GH,5.7947,0.8973,76.5,80,10,14.29,clear sky
406,Roald,NO,62.5833,6.1333,69.01,82,0,13.8,clear sky
407,Alta Floresta,BR,-9.8756,-56.0861,95.79,22,25,2.68,scattered clouds
408,Labytnangi,RU,66.6572,66.4183,48.02,81,100,11.12,overcast clouds
409,Gairo,IT,39.8497,9.5047,73.17,36,100,4.65,light rain
410,Kenora,CA,49.8167,-94.4337,78.78,34,11,11.99,few clouds
411,Taicheng,CN,38.731,113.228,67.78,91,100,3.58,overcast clouds
412,Port Macquarie,AU,-31.4333,152.9167,51.76,63,0,6.53,clear sky
413,Xichang,CN,27.8964,102.2634,63.45,92,94,1.72,overcast clouds
414,Dharchula,IN,29.85,80.5333,75.74,96,100,1.03,overcast clouds
415,Mikuni,JP,36.2171,136.1519,76.91,79,1,4.65,clear sky
416,Sorland,NO,67.667,12.6934,51.87,84,98,6.38,overcast clouds
417,Meulaboh,ID,4.1363,96.1285,76.95,87,97,3.76,overcast clouds
418,Nioro,GM,13.35,-15.75,80.73,66,100,9.28,overcast clouds
419,Ust-Tsilma,RU,65.441,52.1498,44.91,96,97,6.04,overcast clouds
420,Springdale,US,36.1867,-94.1288,92.28,71,1,5.75,clear sky
421,Novoagansk,RU,61.9449,76.6625,56.5,96,100,18.3,light rain
422,Jinka,ET,5.65,36.65,58.21,82,100,2.42,overcast clouds
423,Codajas,BR,-3.8367,-62.0569,93.45,37,81,3.69,broken clouds
424,Vila Do Maio,CV,15.1333,-23.2167,77.79,71,25,10.42,scattered clouds
425,Los Aquijes,PE,-14.0967,-75.6908,61.47,43,0,8.52,clear sky
426,Puerto El Triunfo,SV,13.2833,-88.55,95.86,62,97,8.68,overcast clouds
427,Viedma,AR,-40.8135,-62.9967,53.53,33,4,13.8,clear sky
428,Poum,NC,-20.2333,164.0167,72.32,78,1,17.25,clear sky
429,Sioux Lookout,CA,50.1001,-91.917,79.18,38,75,17.27,smoke
430,Pangnirtung,CA,66.1451,-65.7125,46.4,100,90,10.36,overcast clouds
431,Ximei,CN,24.9639,118.3794,85.73,80,92,4.18,overcast clouds
432,Ekibastuz,KZ,51.6667,75.3667,71.96,71,57,16.6,light rain
433,Elk City,US,35.412,-99.4043,96.78,49,1,8.05,clear sky
434,Mehamn,NO,71.0357,27.8492,46.58,81,75,11.5,broken clouds
435,Baiquan,CN,47.5833,126.0833,69.42,99,100,2.21,overcast clouds
436,Boquete,PA,8.7833,-82.4333,70.84,85,100,1.92,overcast clouds
437,Sidi Ali,DZ,36.0998,0.4206,74.82,55,0,4.52,clear sky
438,Tamsweg,AT,47.1281,13.811,66.56,90,29,4.45,scattered clouds
439,Abu Kamal,SY,34.4506,40.9171,96.87,20,0,9.1,clear sky
440,Launceston,AU,-41.45,147.1667,44.8,89,64,4.0,broken clouds
441,Awjilah,LY,29.1081,21.2869,84.79,34,0,14.03,clear sky
442,Maldonado,UY,-34.6667,-54.9167,60.19,93,62,10.63,broken clouds
443,Auras,IN,26.9167,80.5167,85.95,69,100,6.15,overcast clouds
444,Rehoboth,NA,-23.3167,17.0833,53.37,34,36,7.11,scattered clouds
445,Almaznyy,RU,48.0448,40.045,75.34,47,77,7.36,broken clouds
446,Harrisburg,US,40.2737,-76.8844,91.11,62,20,5.01,few clouds
447,Clyde,US,41.3042,-82.9752,90.01,47,12,7.7,few clouds
448,Inhambane,MZ,-23.865,35.3833,65.46,68,100,11.65,light rain
449,Sirajganj,BD,24.45,89.7167,83.57,85,100,6.04,moderate rain
450,Ponta Do Sol,PT,32.6667,-17.1,79.0,82,1,4.38,clear sky
451,Udachnyy,RU,66.4167,112.4,69.94,57,21,9.01,few clouds
452,Amapa,BR,1.0,-52.0,81.27,83,98,2.19,overcast clouds
453,Punganuru,IN,13.3667,78.5833,75.36,73,100,13.2,moderate rain
454,Shizuishan,CN,39.2333,106.7694,77.56,40,97,7.49,overcast clouds
455,Lazaro Cardenas,MX,17.9583,-102.2,85.96,73,22,9.08,few clouds
456,Hualmay,PE,-11.0964,-77.6139,67.44,73,21,9.26,few clouds
457,Zhumadian,CN,32.9794,114.0294,76.44,81,89,0.47,overcast clouds
458,Bud,US,39.447,-86.1758,88.21,75,35,3.22,scattered clouds
459,Semey,KZ,50.4111,80.2275,80.28,37,100,5.88,overcast clouds
460,Turan,VN,16.0678,108.2208,86.05,58,40,3.44,scattered clouds
461,Finnsnes,NO,69.2296,17.9811,56.01,98,100,2.73,overcast clouds
462,Jiuquan,CN,39.7432,98.5174,73.81,41,85,1.79,overcast clouds
463,Stawell,AU,-37.05,142.7667,48.4,95,100,10.87,overcast clouds
464,Saint-Francois,FR,46.4154,3.9054,69.24,69,0,5.75,clear sky
465,Okakarara,NA,-20.5833,17.4333,51.33,52,0,7.94,clear sky
466,Artyshta,RU,54.1222,86.2909,63.37,93,99,4.7,overcast clouds
467,Mitu,CO,1.1983,-70.1733,77.32,80,81,3.38,broken clouds
468,Kamaishi,JP,39.2667,141.8833,70.56,86,72,7.2,broken clouds
469,Jijiga,ET,9.35,42.8,61.88,66,80,16.28,broken clouds
470,Beaufort,MY,5.3473,115.7455,78.96,94,99,2.98,heavy intensity rain
471,Pionerskiy,RU,54.9508,20.2275,67.84,72,77,11.48,broken clouds
472,Harlingen,US,26.1906,-97.6961,96.35,56,1,12.66,clear sky
473,Pangody,RU,65.85,74.4859,48.88,85,100,10.6,overcast clouds
474,Pundaguitan,PH,6.3711,126.1689,83.71,75,66,14.7,broken clouds
475,Saint-Pierre,RE,-21.3393,55.4781,69.44,68,0,9.22,clear sky
476,Zhigansk,RU,66.7697,123.3711,58.62,66,38,8.61,scattered clouds
477,Ucluelet,CA,48.9329,-125.5528,82.04,85,5,3.0,clear sky
478,Rapid City,US,44.0805,-103.231,100.13,21,1,3.0,clear sky
479,Tremedal,BR,-14.9758,-41.4108,74.61,43,0,7.61,clear sky
480,Radcliff,US,37.8404,-85.9491,91.22,63,75,1.01,broken clouds
481,Panzhihua,CN,26.5851,101.7128,68.72,91,76,1.52,broken clouds
482,Zanzibar,TZ,-6.1639,39.1979,74.52,73,0,15.93,clear sky
483,Olinda,BR,-8.0089,-34.8553,73.13,83,75,0.0,broken clouds
484,Cam Ranh,VN,11.9214,109.1591,84.16,61,20,9.22,few clouds
485,Eskisehir,TR,39.7767,30.5206,64.31,72,0,10.36,clear sky
486,Stanger,ZA,-29.3282,31.2895,57.99,85,0,8.03,clear sky
487,Huayang,CN,34.4155,109.9939,63.72,79,54,3.87,broken clouds
488,Nsoko,SZ,-27.0333,31.95,54.14,88,50,1.66,scattered clouds
489,Porto Seguro,BR,-16.4497,-39.0647,68.52,94,75,3.44,broken clouds
490,Abhaynagar,BD,23.0129,89.4049,81.68,89,99,5.79,overcast clouds
491,Acurenam,GQ,1.0322,10.6488,67.01,97,79,4.16,broken clouds
492,Kholtoson,RU,50.2981,103.3097,52.05,91,54,1.61,broken clouds
493,Kosh-Agach,RU,50.0,88.6667,55.65,75,61,1.45,broken clouds
494,Karasburg,NA,-28.0167,18.75,54.9,28,94,13.53,overcast clouds
495,Balkanabat,TM,39.5108,54.3671,83.88,71,0,5.1,clear sky
496,Xinzhi,CN,36.4989,111.7047,76.95,73,77,2.53,broken clouds
497,Inuvik,CA,68.3499,-133.7218,54.46,87,90,10.36,overcast clouds
498,Ambilobe,MG,-13.2,49.05,64.18,84,63,3.47,broken clouds
499,Ifanadiana,MG,-21.3,47.6333,56.68,89,100,2.71,overcast clouds
500,Oktyabrskiy,RU,54.4815,53.471,51.13,60,2,2.42,clear sky
501,Yanam,IN,16.7333,82.2167,80.96,81,84,4.23,broken clouds
502,Samarai,PG,-10.6167,150.6667,78.3,78,100,14.52,light rain
503,Ca Mau,VN,9.1769,105.15,77.58,89,100,4.23,overcast clouds
504,Alexandria,EG,31.2156,29.9553,77.54,73,40,9.22,scattered clouds
505,Port Hedland,AU,-20.3167,118.5667,59.05,82,95,5.75,overcast clouds
506,Chiredzi,ZW,-21.05,31.6667,55.22,48,12,4.16,few clouds
507,Praya,CV,14.9215,-23.5087,77.54,65,40,12.66,scattered clouds
508,Salto,UY,-31.3833,-57.9667,60.96,94,90,13.8,mist
509,Matagami,CA,49.7502,-77.6328,64.51,88,90,11.5,very heavy rain
510,Gamba,GA,-2.65,10.0,71.24,88,97,3.94,overcast clouds
511,Westerland,DE,54.9079,8.3033,68.02,83,20,10.36,few clouds
512,Cheyenne,US,41.14,-104.8203,88.95,21,1,4.61,clear sky
513,Catamarca,AR,-28.4696,-65.7852,74.59,42,0,3.0,clear sky
514,Axim,GH,4.8699,-2.2405,75.99,77,62,7.72,broken clouds
515,Hovd,MN,48.0056,91.6419,65.61,58,45,3.53,scattered clouds
516,Whitehorse,CA,60.7161,-135.0538,66.09,42,75,4.61,broken clouds
517,Tangwani,PK,28.2787,68.9972,94.93,42,56,13.73,broken clouds
518,Noumea,NC,-22.2763,166.4572,69.01,99,66,6.73,broken clouds
519,Tezu,IN,27.9167,96.1667,77.05,98,100,2.84,overcast clouds
520,Najran,SA,17.4924,44.1277,86.65,30,90,4.34,overcast clouds
521,Tyazhinskiy,RU,56.116,88.524,65.19,96,99,4.7,overcast clouds
522,Buenos Aires,AR,-34.6132,-58.3772,58.73,91,90,5.75,overcast clouds
523,Yugorsk,RU,61.3133,63.3319,52.57,67,100,4.85,overcast clouds
524,Tahoua,NE,14.8888,5.2692,87.22,54,87,4.47,overcast clouds
525,Namibe,AO,-15.1961,12.1522,66.6,87,0,4.92,clear sky
526,Cherskiy,RU,68.75,161.3,45.93,63,23,7.2,few clouds
527,Bambanglipuro,ID,-7.95,110.2833,69.4,90,24,3.83,few clouds
528,Williams Lake,CA,52.1415,-122.1445,72.97,43,75,4.0,light rain
529,Mumford,GH,5.2618,-0.759,75.45,81,22,13.33,few clouds
530,Boguchany,RU,58.3814,97.4531,64.36,70,90,2.21,overcast clouds
531,Broken Hill,AU,-31.95,141.4333,46.96,81,3,11.36,clear sky
532,Salinas,US,36.6777,-121.6555,85.98,59,1,13.8,clear sky
533,El Alto,PE,-4.2714,-81.2147,73.06,75,31,15.88,scattered clouds
534,Calca,PE,-13.3333,-71.95,72.75,36,6,11.21,clear sky
535,Maarianhamina,AX,60.0973,19.9348,64.26,82,0,3.44,clear sky
536,Neuquen,AR,-38.9516,-68.0591,55.29,41,40,10.36,moderate rain
537,Irtyshskiy,RU,58.3333,68.1333,50.59,64,24,9.08,few clouds
538,Palmer,US,42.1584,-72.3287,77.47,78,100,1.01,overcast clouds
539,Abrau-Dyurso,RU,44.69,37.59,74.66,57,0,10.31,clear sky
540,Myre,NO,69.1036,15.9492,57.42,89,100,9.15,overcast clouds
541,Muscatine,US,41.4667,-91.1335,89.44,43,1,11.5,clear sky
542,Kloulklubed,PW,7.0419,134.2556,83.89,74,100,17.63,overcast clouds
543,Gornopravdinsk,RU,60.05,69.9,48.69,69,29,5.73,scattered clouds
544,Lokosovo,RU,61.1333,74.8167,55.85,98,100,10.74,light rain
545,Biltine,TD,14.5333,20.9167,78.4,74,100,3.38,overcast clouds
546,Kahului,US,20.8947,-156.47,84.22,83,40,20.71,scattered clouds
547,Garmsar,IR,35.2182,52.3409,93.25,29,7,12.91,clear sky
548,Camalu,MX,30.85,-116.0667,75.42,76,100,6.17,overcast clouds
549,Gat,IL,31.61,34.7642,82.81,78,1,7.27,clear sky
550,Puerto Leguizamo,CO,-0.1934,-74.7819,82.63,68,93,2.13,overcast clouds
551,Hirara,JP,24.8,125.2833,83.41,89,100,18.1,overcast clouds
552,Marondera,ZW,-18.1853,31.5519,41.59,83,10,11.07,clear sky
553,Amuntai,ID,-2.4177,115.2494,69.71,94,0,1.07,clear sky
554,Yueyang,CN,29.3333,113.0919,76.05,89,0,5.73,clear sky
555,Muslyumovo,RU,55.3033,53.1947,52.3,61,5,1.63,clear sky
556,Antofagasta,CL,-23.65,-70.4,60.08,78,71,8.5,broken clouds
557,Srandakan,ID,-7.9386,110.2506,69.64,90,25,3.98,scattered clouds
558,Homer,US,59.6425,-151.5483,65.08,68,1,5.75,clear sky
559,Pacific Grove,US,36.6177,-121.9166,89.15,79,20,8.01,few clouds
560,Teknaf,BD,20.8624,92.3058,79.07,94,100,3.0,overcast clouds
561,Maple Creek,CA,49.9168,-109.4848,91.17,17,2,6.91,clear sky
562,Bereda,ES,43.2686,-7.5406,65.41,94,60,3.18,broken clouds
563,Oussouye,SN,12.485,-16.5469,78.98,83,100,2.55,overcast clouds
564,Aswan,EG,24.0934,32.907,94.3,20,0,6.91,clear sky
565,Saint Anthony,US,45.0205,-93.218,93.29,26,1,4.0,clear sky
566,Sisimiut,GL,66.9395,-53.6735,44.28,78,100,3.8,light rain
567,Ocampo,MX,21.65,-101.5,76.28,32,1,8.43,clear sky
568,San Vicente,AR,-26.6167,-54.1333,78.44,37,25,5.32,scattered clouds
569,Caravelas,BR,-17.7125,-39.2481,71.06,71,29,7.83,scattered clouds
570,Douglas,US,41.3,-96.167,87.31,57,1,3.0,clear sky
571,Ambulu,ID,-8.345,113.6058,67.42,88,6,3.69,clear sky
572,Vostok,RU,46.4856,135.8833,66.11,87,100,3.4,overcast clouds
573,Rawson,AR,-43.3002,-65.1023,51.44,38,25,18.88,scattered clouds
574,Selma,US,36.5708,-119.6121,99.84,29,1,8.05,clear sky
575,Dickinson,US,29.4608,-95.0513,99.18,60,40,1.99,scattered clouds
576,Vanimo,PG,-2.6741,141.3028,75.42,81,100,2.59,overcast clouds
577,Boyolangu,ID,-8.1181,111.8935,69.8,92,43,1.28,scattered clouds
578,Fort Nelson,CA,58.8053,-122.7002,72.12,36,38,2.75,scattered clouds
579,Asau,RO,46.4333,26.4,70.75,84,82,2.59,broken clouds
580,Bull Savanna,JM,17.8868,-77.5902,81.48,70,70,5.19,broken clouds
581,Oga,IT,46.4631,10.347,55.69,87,78,3.38,broken clouds
582,Khovu-Aksy,RU,51.1333,93.6,57.74,91,92,1.41,overcast clouds
583,Yining,CN,29.0361,114.5636,74.91,91,6,2.53,clear sky
584,Mersing,MY,2.4312,103.8405,78.71,94,7,4.61,clear sky
585,Lucapa,AO,-8.4192,20.7447,70.68,32,3,4.9,clear sky
586,Santiago Tuxtla,MX,18.4667,-95.3,85.77,66,74,4.21,broken clouds
587,Turtas,RU,58.9417,69.1325,47.43,84,64,6.69,broken clouds
588,Benguela,AO,-12.5763,13.4055,70.41,82,66,5.39,broken clouds
589,Damietta,EG,31.4165,31.8133,80.49,73,0,9.89,clear sky
590,Huilong,CN,31.8111,121.655,82.99,94,100,35.23,light rain
591,Gravelbourg,CA,49.8834,-106.5512,84.47,19,36,7.16,scattered clouds
592,Corn Island,NI,12.1694,-83.0418,81.18,81,92,11.63,overcast clouds
593,Amahai,ID,-3.3333,128.9167,76.03,87,99,3.6,overcast clouds
594,Andreyevo,RU,55.9465,41.1505,55.38,70,24,4.12,few clouds
595,Crawfordsville,US,40.0411,-86.8745,88.25,61,40,0.0,scattered clouds
596,Wanning,CN,18.8003,110.3967,79.14,92,69,8.72,broken clouds
597,Kenai,US,60.5544,-151.2583,65.03,68,90,13.8,overcast clouds
598,Dudinka,RU,69.4058,86.1778,53.96,90,100,3.69,overcast clouds
599,Terrace,CA,54.5163,-128.6035,60.71,88,90,8.05,light intensity shower rain
600,Show Low,US,34.2542,-110.0298,75.88,63,75,9.22,broken clouds
601,Yuza,JP,39.0,139.9167,72.16,88,32,7.67,scattered clouds
602,Bukachacha,RU,52.9833,116.9167,55.44,97,94,4.41,light rain
603,Luang Prabang,LA,19.8856,102.1347,74.28,100,100,0.85,overcast clouds
604,Dumai,ID,1.6833,101.45,75.22,96,21,3.09,few clouds
605,Qaqortoq,GL,60.7167,-46.0333,59.5,66,60,5.82,broken clouds
606,Padang,ID,-0.9492,100.3543,77.56,86,33,3.38,scattered clouds
607,San Roque,ES,36.2107,-5.3842,77.81,65,2,24.16,clear sky
608,Tucuman,AR,-26.8241,-65.2226,71.6,35,53,3.44,smoke
609,Mahibadhoo,MV,3.7833,72.9667,82.02,79,100,19.04,heavy intensity rain
610,Olafsvik,IS,64.8945,-23.7142,49.75,91,72,17.34,light rain
611,Kununurra,AU,-15.7667,128.7333,58.98,82,99,1.14,overcast clouds
612,Arica,CL,-18.475,-70.3042,62.83,72,90,10.36,overcast clouds
613,Galveston,US,29.3669,-94.9669,99.19,66,57,1.99,broken clouds
614,Haimen,CN,23.1935,116.6142,84.09,86,69,8.01,broken clouds
615,Tambovka,RU,50.0969,128.0489,66.31,98,100,4.36,overcast clouds
616,Chegdomyn,RU,51.1167,133.0167,64.92,97,100,2.8,light rain
617,Dhidhdhoo,MV,6.8833,73.1,81.66,78,100,18.68,overcast clouds
618,Kieta,PG,-6.2167,155.6333,78.35,84,35,0.16,light rain
619,Soyo,AO,-6.1349,12.3689,71.78,89,99,7.54,overcast clouds
620,Banepa,NP,27.6298,85.5214,68.32,100,75,2.3,broken clouds
621,Shache,CN,38.4167,77.2406,85.86,25,0,4.14,clear sky
622,Itamaraca,BR,-7.7478,-34.8256,74.08,83,11,11.79,few clouds
623,Bundaberg,AU,-24.85,152.35,49.21,63,13,1.01,few clouds
624,Ankang,CN,32.68,109.0172,72.66,88,0,1.12,light rain
625,Sainte-Adele,CA,45.9501,-74.1325,81.75,53,61,6.11,broken clouds
626,Grand Island,US,40.925,-98.342,82.35,50,1,1.01,clear sky
627,Baddomalhi,PK,31.9928,74.6683,91.45,59,81,7.11,broken clouds
628,Mocuba,MZ,-16.8392,36.9856,61.18,82,71,5.41,broken clouds
629,Atambua,ID,-9.1061,124.8925,66.47,73,85,4.29,overcast clouds
630,Fairbanks,US,64.8378,-147.7164,66.09,58,75,1.01,broken clouds
631,Mandalgovi,MN,45.7625,106.2708,60.1,78,100,12.01,overcast clouds
632,Midland,US,31.9974,-102.0779,98.69,35,1,3.44,clear sky
633,Xinqing,CN,48.2333,129.5,67.48,99,100,5.66,overcast clouds
634,Pendleton,US,45.6721,-118.7886,96.42,25,1,1.99,clear sky
635,Marsa Matruh,EG,31.3525,27.2453,79.0,65,0,11.5,clear sky
636,Galle,LK,6.0367,80.217,78.39,86,93,13.2,overcast clouds
637,Itacoatiara,BR,-3.1431,-58.4442,93.69,36,89,3.6,overcast clouds
638,Nelson Bay,AU,-32.7167,152.15,53.1,68,0,3.0,clear sky
639,Richards Bay,ZA,-28.783,32.0377,57.54,83,0,6.87,clear sky
640,Kidal,ML,18.4411,1.4078,89.71,38,95,4.97,overcast clouds
641,Baruun-Urt,MN,46.6806,113.2792,60.42,69,100,12.01,overcast clouds
642,Grindavik,IS,63.8424,-22.4338,50.56,87,90,27.63,overcast clouds
643,Khandyga,RU,62.6667,135.6,56.57,94,63,2.66,broken clouds
644,Le Port,RE,-20.9373,55.2919,69.76,77,88,5.66,light rain
645,Dingle,PH,10.9995,122.6711,77.14,89,34,9.69,scattered clouds
646,Sumenep,ID,-7.0167,113.8667,76.78,75,0,13.38,clear sky
647,Christchurch,NZ,-43.5333,172.6333,53.01,82,100,11.01,light rain
648,Rafai,CF,4.95,23.9167,70.16,95,98,0.98,light rain
649,San-Pedro,CI,4.7485,-6.6363,75.24,81,13,5.3,few clouds
650,Mount Isa,AU,-20.7333,139.5,51.57,43,15,8.05,few clouds
651,Tommot,RU,58.9564,126.2925,59.81,85,98,2.8,overcast clouds
652,Paamiut,GL,61.994,-49.6678,44.29,73,82,5.59,broken clouds
653,Tigre,AR,-34.426,-58.5796,59.0,90,90,10.36,overcast clouds
654,Ridgecrest,US,35.6225,-117.6709,100.26,12,1,3.44,clear sky
655,Berlevag,NO,70.8578,29.0864,46.4,87,75,19.57,light intensity drizzle
656,Chumikan,RU,54.7183,135.315,63.05,89,10,12.71,clear sky
657,Labrea,BR,-7.2586,-64.7981,98.2,26,87,2.8,overcast clouds
658,Cuamba,MZ,-14.8031,36.5372,58.32,71,5,7.92,clear sky
659,Batagay-Alyta,RU,67.8006,130.4114,58.24,66,74,1.68,broken clouds
660,Avera,US,33.194,-82.5271,91.45,50,84,4.41,broken clouds
661,Sogne,NO,58.0833,7.8167,70.7,1,94,8.01,light rain
662,Port Victoria,KE,0.0939,33.9756,71.44,63,12,7.0,few clouds
663,San Patricio,US,28.017,-97.5169,95.72,42,0,13.87,clear sky
664,Alekseyevsk,RU,57.8406,108.3492,61.23,69,87,3.62,overcast clouds
665,Napanee,CA,44.2501,-76.9494,85.77,39,1,10.67,clear sky
666,Mollendo,PE,-17.0231,-72.0147,60.91,83,76,5.32,broken clouds
667,Belyy Yar,RU,53.6039,91.3903,69.69,88,0,6.71,clear sky
668,La Asuncion,VE,11.0333,-63.8628,81.05,76,100,6.51,overcast clouds
669,Monte Patria,CL,-30.6919,-70.9467,62.35,35,2,7.47,clear sky
670,Moose Factory,CA,51.2585,-80.6094,60.8,82,40,11.5,scattered clouds
671,Aleksandrov Gay,RU,50.147,48.5704,70.18,40,4,8.66,clear sky
672,Rosario,AR,-32.9468,-60.6393,66.94,56,0,1.99,clear sky
673,Sinnamary,GF,5.3833,-52.95,81.19,77,63,6.02,broken clouds
674,At-Bashi,KG,41.1702,75.8106,61.47,35,0,1.5,clear sky
675,Teguise,ES,29.0605,-13.564,70.02,73,20,24.16,few clouds
676,Sabha,LY,27.0377,14.4283,85.19,17,0,11.39,clear sky
677,Hervey Bay,AU,-25.2986,152.8535,49.03,62,3,11.79,clear sky
678,Ozernovskiy,RU,51.5,156.5167,53.73,99,100,1.57,overcast clouds
679,Sukhobezvodnoye,RU,57.0491,44.8891,57.43,58,79,3.2,broken clouds
680,Terrell,US,32.736,-96.2753,102.72,52,0,7.67,clear sky
681,Manono,CD,-7.3,27.4167,74.3,34,34,9.26,scattered clouds
682,Massape,BR,-3.5228,-40.3428,93.69,26,10,6.35,clear sky
683,Jagdalpur,IN,19.0667,82.0333,73.71,90,60,6.04,broken clouds
684,Jalu,LY,29.0331,21.5482,86.72,25,0,9.66,clear sky
685,Puerto Del Rosario,ES,28.5004,-13.8627,76.75,61,0,17.27,clear sky
686,Raudeberg,NO,61.9875,5.1352,69.4,84,0,11.92,clear sky
687,Vredendal,ZA,-31.6683,18.5012,63.45,28,97,13.13,overcast clouds
688,San Miguel,SV,13.4833,-88.1833,94.6,46,20,3.44,few clouds
689,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,57.79,100,20,2.24,few clouds
690,Petatlan,MX,17.5167,-101.2667,91.2,64,100,7.56,overcast clouds
691,Port-Cartier,CA,50.0334,-66.8654,65.93,74,100,4.88,overcast clouds
692,Liverpool,GB,53.4106,-2.9779,69.13,72,0,1.99,clear sky
693,Saint-Augustin,CA,51.226,-58.6502,72.68,54,9,20.92,clear sky
